Symbol,Security,GICS Sector,GICS Sub-Industry,Symbol_YF,Exchange,Daily_Change,Security_JA,Monex,Rakuten,SBI,MUFG,Matsui,DMM,PayPay,IwaiCosmo
ERIE,Erie Indemnity,Financials,Insurance Brokers,ERIE,NASDAQ,0.002011748611893458,イリー・インデムニティー・カンパニー クラスA,true,true,true,true,true,false,false,false
ES,Eversource Energy,Utilities,Electric Utilities,ES,NYSE,0.0018707727730610112,エバーソース・エナジー,true,true,true,true,true,true,false,false
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,ESS,NYSE,0.019130084575110753,エセックス・プロパティ・トラスト,false,false,false,false,false,false,false,false
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,ETN,NYSE,0.05723193710180278,イートン,true,true,true,true,true,true,true,false
ETR,Entergy,Utilities,Electric Utilities,ETR,NYSE,0.002283305523842899,エンタジー,true,true,true,true,true,true,false,false
EVRG,Evergy,Utilities,Electric Utilities,EVRG,NASDAQ,-0.0028971511347176374,エヴァージー,true,true,true,true,true,true,false,false
EW,Edwards Lifesciences,Health Care,Health Care Equipment,EW,NYSE,0.015215239980207691,エドワーズ・ライフサイエンシズ,true,true,true,true,true,true,true,false
EXC,Exelon,Utilities,Electric Utilities,EXC,NASDAQ,-0.00560652395514778,エクセロン,true,true,true,true,true,true,false,false
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,EXE,NASDAQ,-0.02815657804375556,エクスパンド・エナジー,true,true,false,true,true,true,false,false
EXPD,Expeditors International,Industrials,Air Freight & Logistics,EXPD,NYSE,0.011589289420881556,エクスペディターズ・インターナショナル・オブ・ワシントン,true,true,true,true,true,true,false,false
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",EXPE,NASDAQ,0.09025858225590716,エクスペディア・グループ,true,true,true,true,true,true,false,false
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,EXR,NYSE,0.026701767581797757,エクストラ・スペース・ストレージ,false,false,false,false,false,false,false,false
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,F,NYSE,0.051119791666666727,フォード・モーター,true,true,true,true,true,true,true,true
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,FANG,NASDAQ,-0.0685933503836317,ダイアモンドバック・エナジー,true,true,true,true,true,true,false,false
FAST,Fastenal,Industrials,Trading Companies & Distributors,FAST,NASDAQ,0.0393295354951797,ファスナル,true,true,true,true,true,true,false,false
FCX,Freeport-McMoRan,Materials,Copper,FCX,NYSE,0.07356813693219233,フリーポートマクモラン,true,true,true,true,true,true,true,true
FDS,FactSet,Financials,Financial Exchanges & Data,FDS,NYSE,-0.027284710017574727,ファクトセット・リサーチ・システムズ,true,true,true,true,true,true,false,false
FDX,FedEx,Industrials,Air Freight & Logistics,FDX,NYSE,0.041547619047619,フェデックス,true,true,true,true,true,true,true,false
FE,FirstEnergy,Utilities,Electric Utilities,FE,NYSE,-0.0029411764705882075,ファーストエナジー,true,true,true,true,true,true,false,false
FFIV,"F5, Inc.",Information Technology,Communications Equipment,FFIV,NASDAQ,0.013134907796829512,F5ネットワークス,true,true,true,true,true,true,false,false
FICO,Fair Isaac,Information Technology,Application Software,FICO,NYSE,0.03157807186159995,フェア・アイザック,true,true,true,true,true,true,true,false
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,FIS,NYSE,0.014282622808915745,フィディリティ・ナショナル・インフォメーション・サービシズ,true,true,true,true,true,true,false,false
FISV,Fiserv,Financials,Transaction & Payment Processing Services,FISV,NASDAQ,0.04410701373825014,フィサーブ,true,true,true,true,true,true,true,false
FITB,Fifth Third Bancorp,Financials,Regional Banks,FITB,NASDAQ,0.0405942665829671,フィフス・サード・バンコープ,true,true,true,true,true,true,false,false
FIX,Comfort Systems USA,Industrials,Construction & Engineering,FIX,NYSE,0.08027429566096263,コンフォート・システムズUSA,true,true,true,true,true,true,false,true
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,FOX,NASDAQ,0.004279069767441802,フォックス　クラスB,true,true,true,true,true,true,false,false
FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,FOXA,NASDAQ,0.0061190276613579545,フォックス　クラスA,true,true,true,true,true,true,false,false
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,FRT,NYSE,0.011580127007844554,フェデラル・リアルティー・インベストメント・トラスト,false,false,false,false,false,false,false,false
FSLR,First Solar,Information Technology,Semiconductors,FSLR,NASDAQ,0.039415527013675754,ファースト・ソーラー,true,true,true,true,true,true,true,false
FTNT,Fortinet,Information Technology,Systems Software,FTNT,NASDAQ,0.011347348303870077,フォーティネット,true,true,true,true,true,true,true,true
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,FTV,NYSE,0.03956391770705117,フォーティブ,true,true,true,true,true,true,false,false
GD,General Dynamics,Industrials,Aerospace & Defense,GD,NYSE,-0.006543638607467869,ゼネラル・ダイナミックス,true,true,true,true,true,true,false,true
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,GDDY,NYSE,0.00612391930835741,ゴーダディ クラスA,true,true,true,true,true,true,false,false
GE,GE Aerospace,Industrials,Aerospace & Defense,GE,NYSE,0.07013167013166996,GE エアロスペース（ゼネラル・エレクトリック）,true,true,true,true,true,true,true,true
GEHC,GE HealthCare,Health Care,Health Care Equipment,GEHC,NASDAQ,0.05765093933744437,GEヘルスケア・テクノロジーズ,true,true,true,true,true,true,false,false
GEN,Gen Digital,Information Technology,Systems Software,GEN,NASDAQ,0.031543274244004195,ゲンデジタル,true,true,true,true,true,true,false,false
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,GEV,NYSE,0.05077134230030196,GEベルノバ,true,true,true,true,true,true,true,true
GILD,Gilead Sciences,Health Care,Biotechnology,GILD,NASDAQ,0.0007204610951008235,ギリアド・サイエンシズ,true,true,true,true,true,true,true,true
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,GIS,NYSE,-0.010190217391304348,ゼネラル・ミルズ,true,true,true,true,true,true,false,false
GL,Globe Life,Financials,Life & Health Insurance,GL,NYSE,0.019410045916237594,グローブ・ライフ,true,true,true,true,true,true,false,false
GLW,Corning Inc.,Information Technology,Electronic Components,GLW,NYSE,0.07561271209264737,コーニング,true,true,true,true,true,true,false,true
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,GM,NYSE,0.05415063221550299,ゼネラルモーターズ,true,true,true,true,true,true,true,true
GNRC,Generac,Industrials,Electrical Components & Equipment,GNRC,NYSE,0.054945054945054944,ジェネラック・ホールディングス,true,true,true,true,true,true,false,false
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,GOOG,NASDAQ,0.03960681735926026,アルファベット クラスC,true,true,true,true,true,true,false,false
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,GOOGL,NASDAQ,0.041412950959209174,アルファベット クラスA,true,true,true,true,true,true,true,true
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,GPC,NYSE,0.03389830508474572,ジェニュイン・パーツ,true,true,true,true,true,true,false,false
GPN,Global Payments,Financials,Transaction & Payment Processing Services,GPN,NYSE,0.05518341307814982,グローバル・ペイメンツ,true,true,true,true,true,true,false,false
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,GRMN,NYSE,0.04144734115306503,ガーミン,true,true,true,true,true,true,false,false
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,GS,NYSE,0.05896545738587056,ゴールドマン・サックス,true,true,true,true,true,true,true,false
GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,GWW,NYSE,0.029621441140639637,ダブリュー・ダブリュー・グレインジャー,true,true,true,true,true,true,false,false
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,HAL,NYSE,-0.041064049586776764,ハリバートン,true,true,true,true,true,true,false,false
HAS,Hasbro,Consumer Discretionary,Leisure Products,HAS,NASDAQ,0.04580536912751676,ハスブロ,true,true,true,true,true,true,false,false
HBAN,Huntington Bancshares,Financials,Regional Banks,HBAN,NASDAQ,0.04061712846347593,ハンチントン・バンクシェアーズ,true,true,true,true,true,true,false,false
HCA,HCA Healthcare,Health Care,Health Care Facilities,HCA,NYSE,0.028412108337758948,HCAヘルスケア,true,true,true,true,true,true,true,false
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,HD,NYSE,0.05887316874235341,ホームデポ,true,true,true,true,true,true,true,false
HIG,Hartford (The),Financials,Property & Casualty Insurance,HIG,NYSE,0.008028874484384232,ハートフォード・インシュランス・グループ,true,true,true,true,true,true,false,false
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,HII,NYSE,0.01702794073779463,ハンティントン・インガルス・インダストリーズ,true,true,true,true,true,true,false,false
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",HLT,NYSE,0.05454064072014813,ヒルトン・ワールドワイド・ホールディングス,true,true,true,true,true,true,true,false
HOLX,Hologic,Health Care,Health Care Equipment,HOLX,NASDAQ,0.0,ホロジック,true,true,true,true,true,true,false,false
HON,Honeywell,Industrials,Industrial Conglomerates,HON,NASDAQ,0.03341672623302354,ハネウェル・インターナショナル,true,true,true,true,true,true,true,false
HOOD,Robinhood Markets,Financials,Investment Banking & Brokerage,HOOD,NASDAQ,0.08442211055276375,ロビンフッド・マーケッツ,true,true,true,true,true,true,true,true
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",HPE,NYSE,0.03917986195696305,ヒューレット・パッカード・エンタープライズ,true,true,true,true,true,true,false,false
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",HPQ,NYSE,0.019075765717356283,HP,true,true,true,true,true,true,true,false
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,HRL,NYSE,0.0027972027972029035,ホーメル・フーズ,true,true,true,true,true,true,false,false
HSIC,Henry Schein,Health Care,Health Care Distributors,HSIC,NASDAQ,0.02132701421800952,ヘンリー・シャイン,true,true,true,true,true,true,false,false
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,HST,NASDAQ,0.033263488737559015,ホスト・ホテルズ＆リゾーツ,false,false,false,false,false,false,false,false
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,HSY,NYSE,0.0025606338776693457,ハーシー,true,true,true,true,true,true,true,false
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,HUBB,NYSE,0.051551140573992016,ハベル,true,true,true,true,true,true,false,false
HUM,Humana,Health Care,Managed Health Care,HUM,NYSE,0.004057823991884265,ヒューマナ,true,true,true,true,true,true,true,false
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,HWM,NYSE,0.061223625116515495,ハウメット・エアロスペース,true,true,true,true,true,true,false,true
IBKR,Interactive Brokers,Financials,Investment Banking & Brokerage,IBKR,NASDAQ,0.07766847746292771,インタラクティブ・ブローカーズ・グループ　クラスA,true,true,true,true,true,false,false,false
IBM,IBM,Information Technology,IT Consulting & Other Services,IBM,NYSE,0.00601868853796872,アイビーエム,true,true,true,true,true,true,true,true
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,ICE,NYSE,-0.005772699939867757,インターコンチネンタル・エクスチェンジ,true,true,true,true,true,true,true,false
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,IDXX,NASDAQ,0.04261482254697287,アイデックス・ラボラトリーズ,true,true,true,true,true,true,false,false
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,IEX,NYSE,0.04159933274253239,アイデックス,true,true,true,true,true,true,false,false
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,IFF,NYSE,0.04129751357530723,インターナショナル・フレーバー・アンド・フレグランス,true,true,true,true,true,true,false,false
INCY,Incyte,Health Care,Biotechnology,INCY,NASDAQ,0.001120717259045832,インサイト,true,true,true,true,true,true,false,false
INTC,Intel,Information Technology,Semiconductors,INTC,NASDAQ,0.07682857682857692,インテル,true,true,true,true,true,true,true,true
INTU,Intuit,Information Technology,Application Software,INTU,NASDAQ,-0.02466848673946959,インテュイト,true,true,true,true,true,true,true,false
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,INVH,NYSE,0.008196721311475304,インビテーション・ホームズ,false,false,false,false,false,false,false,false
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,IP,NYSE,0.05790387955993052,インターナショナル・ペーパー,true,true,true,true,true,true,false,false
IQV,IQVIA,Health Care,Life Sciences Tools & Services,IQV,NYSE,0.02244754425038087,アイキューヴィア・ホールディングス,true,true,true,true,true,true,false,false
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,IR,NYSE,0.06788183532369586,インガソール・ランド,true,true,true,true,true,true,false,false
IRM,Iron Mountain,Real Estate,Other Specialized REITs,IRM,NYSE,0.024968967822018476,アイアン・マウンテン,false,false,false,false,false,false,false,false
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,ISRG,NASDAQ,0.0291974831659124,インテュイティブ・サージカル,true,true,true,true,true,true,true,true
IT,Gartner,Information Technology,IT Consulting & Other Services,IT,NYSE,0.014663348355418087,ガートナー,true,true,true,true,true,true,false,false
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,ITW,NYSE,0.036558060531191976,イリノイ・ツール・ワークス,true,true,true,true,true,true,false,false
IVZ,Invesco,Financials,Asset Management & Custody Banks,IVZ,NYSE,0.05797101449275364,インベスコ,true,true,true,true,true,true,false,false
J,Jacobs Solutions,Industrials,Construction & Engineering,J,NYSE,0.030277537542259605,ジェイコブズ・ソリューションズ,true,true,true,true,true,true,false,false
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,JBHT,NASDAQ,0.051536447567865504,ジェイビー・ハント・トランスポート・サービシズ,true,true,true,true,true,true,false,false
JBL,Jabil,Information Technology,Electronic Manufacturing Services,JBL,NYSE,0.05341762873373644,ジェイビル・サーキット,true,true,true,true,true,true,false,false
JCI,Johnson Controls,Industrials,Building Products,JCI,NYSE,0.05309800976342466,ジョンソン・コントロールズ,true,true,true,true,true,true,false,false
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,JKHY,NASDAQ,0.00360030318342593,ジャック・ヘンリー・アンド・アソシエイツ,true,true,true,true,true,true,false,false
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,JNJ,NYSE,-0.00847279895977522,ジョンソン・エンド・ジョンソン,true,true,true,true,true,true,true,true
JPM,JPMorgan Chase,Financials,Diversified Banks,JPM,NYSE,0.041039004707464834,ジェイピー・モルガン・チェース,true,true,true,true,true,true,true,true
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,KDP,NASDAQ,0.011189634864546532,キューリグ・ドクターペッパー,true,true,true,true,true,true,true,false
KEY,KeyCorp,Financials,Regional Banks,KEY,NYSE,0.04199806013579047,キーコープ,true,true,true,true,true,true,false,false
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,KEYS,NYSE,0.05580320015967525,キーサイト・テクノロジーズ,true,true,true,true,true,true,false,true
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,KHC,NASDAQ,-0.011863675582398559,クラフト・ハインツ,true,true,true,true,true,true,true,false
KIM,Kimco Realty,Real Estate,Retail REITs,KIM,NYSE,0.01258278145695365,キムコ・リアルティ,false,false,false,false,false,false,false,false
KKR,KKR & Co.,Financials,Asset Management & Custody Banks,KKR,NYSE,0.053774104683195545,KKR,true,false,false,false,true,false,false,false
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,KLAC,NASDAQ,0.08284210866126493,ケーエルエー・コーポレーション,true,true,true,true,true,true,true,true
KMB,Kimberly-Clark,Consumer Staples,Household Products,KMB,NASDAQ,0.030521225147770052,キンバリークラーク,true,true,true,true,true,true,false,false
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,KMI,NYSE,-0.026726726726726747,キンダー・モルガン,true,true,true,true,true,true,false,true
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,KO,NYSE,0.0012512347711557308,コカ・コーラ,true,true,true,true,true,true,true,true
KR,Kroger,Consumer Staples,Food Retail,KR,NYSE,-0.05125206384149709,クローガー,true,true,true,true,true,true,true,false
KVUE,Kenvue,Consumer Staples,Personal Care Products,KVUE,NYSE,0.02540346682606101,ケンビュー,true,true,true,true,false,false,false,false
L,Loews Corporation,Financials,Multi-line Insurance,L,NYSE,0.007737212750185264,ロウズ,true,true,true,true,true,true,false,false
LDOS,Leidos,Industrials,Diversified Support Services,LDOS,NYSE,0.013092465537861043,レイドス・ホールディングス,true,true,true,true,true,true,false,false
LEN,Lennar,Consumer Discretionary,Homebuilding,LEN,NYSE,0.06295258117262323,レナー クラスA,true,true,true,true,true,true,false,false
LH,Labcorp,Health Care,Health Care Services,LH,NYSE,0.015454916966972427,ラボコープ・ホールディングス,true,true,true,true,true,true,false,false
LHX,L3Harris,Industrials,Aerospace & Defense,LHX,NYSE,0.007683615819209117,L3ハリス・テクノロジーズ,true,true,true,true,true,true,true,false
LII,Lennox International,Industrials,Building Products,LII,NYSE,0.061988239210029966,レノックス・インターナショナル,true,true,true,true,true,true,false,false
LIN,Linde plc,Materials,Industrial Gases,LIN,NASDAQ,-0.012656948179300008,リンデ,true,true,true,true,true,true,true,false
LITE,Lumentum,Information Technology,Communications Equipment,LITE,NASDAQ,0.06177137603432423,ルメンタム・ホールディングス,true,true,true,true,true,true,false,true
LLY,Lilly (Eli),Health Care,Pharmaceuticals,LLY,NYSE,0.006218518080958837,イーライ・リリー,true,true,true,true,true,true,true,true
LMT,Lockheed Martin,Industrials,Aerospace & Defense,LMT,NYSE,-0.0182173012585631,ロッキード・マーチン,true,true,true,true,true,true,true,true
LNT,Alliant Energy,Utilities,Electric Utilities,LNT,NASDAQ,-0.005092911218169367,アライアント・エナジー,true,true,true,true,true,true,false,false
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,LOW,NYSE,0.056646949613574436,ロウズ・カンパニーズ,true,true,true,true,true,true,true,false
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,LRCX,NASDAQ,0.10481390684198803,ラム・リサーチ,true,true,true,true,true,true,true,true
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",LULU,NASDAQ,0.058306761241621714,ルルレモン・アスレティカ,true,true,true,true,true,true,true,false
LUV,Southwest Airlines,Industrials,Passenger Airlines,LUV,NYSE,0.11129918141008716,サウスウェスト航空,true,true,true,true,true,true,false,false
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,LVS,NYSE,0.039985190670122114,ラスベガス・サンズ,true,true,true,true,true,true,false,false
LYB,LyondellBasell,Materials,Specialty Chemicals,LYB,NYSE,-0.11736855220533268,リヨンデルバセル・インダストリーズ クラスA,true,true,true,true,true,true,false,false
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,LYV,NYSE,0.03727335902457519,ライブ・ネーション・エンターテインメント,true,true,true,true,true,true,false,false
MA,Mastercard,Financials,Transaction & Payment Processing Services,MA,NYSE,0.023340290599662947,マスターカード クラスA,true,true,true,true,true,true,true,true
MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,MAA,NYSE,0.009895414320193113,ミッド・アメリカ・アパートメント・コミュニティーズ,false,false,false,false,false,false,false,false
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",MAR,NASDAQ,0.06450004532680619,マリオット・インターナショナル,true,true,true,true,true,true,true,false
MAS,Masco,Industrials,Building Products,MAS,NYSE,0.05989847715736039,マスコ,true,true,true,true,true,true,false,false
MCD,McDonald's,Consumer Discretionary,Restaurants,MCD,NYSE,0.0028374610464161135,マクドナルド,true,true,true,true,true,true,true,true
MCHP,Microchip Technology,Information Technology,Semiconductors,MCHP,NASDAQ,0.0595467338172122,マイクロチップ・テクノロジー,true,true,true,true,true,true,true,false
MCK,McKesson Corporation,Health Care,Health Care Distributors,MCK,NYSE,0.003186944035861897,マケッソン,true,true,true,true,true,true,true,false
MCO,Moody's Corporation,Financials,Financial Exchanges & Data,MCO,NYSE,0.0340182648401826,ムーディーズ,true,true,true,true,true,true,false,false
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,MDLZ,NASDAQ,0.00408624587028342,モンデリーズ・インターナショナル クラスA,true,true,true,true,true,true,true,false
MDT,Medtronic,Health Care,Health Care Equipment,MDT,NYSE,0.009372830363341845,メドトロニック,true,true,true,true,true,true,true,true
MET,MetLife,Financials,Life & Health Insurance,MET,NYSE,0.03272471910112357,メットライフ,true,true,true,true,true,true,false,false
META,Meta Platforms,Communication Services,Interactive Media & Services,META,NASDAQ,0.04673506651595514,メタ・プラットフォームズ,true,true,true,true,true,true,true,true
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,MGM,NYSE,0.018738453417788358,エムジーエム・リゾーツ・インターナショナル,true,true,true,true,true,true,false,false
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,MKC,NYSE,0.011836534692277457,マコーミック,true,true,true,true,true,true,false,false
MLM,Martin Marietta Materials,Materials,Construction Materials,MLM,NYSE,0.046792725804552356,マーチン・マリエッタ・マテリアルズ,true,true,true,true,true,true,false,false
MMM,3M,Industrials,Industrial Conglomerates,MMM,NYSE,0.03796854430818256,スリーエム,true,true,true,true,true,true,true,true
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,MNST,NASDAQ,0.030508006626173496,モンスター・ビバレッジ,true,true,true,true,true,true,true,false
MO,Altria,Consumer Staples,Tobacco,MO,NYSE,-0.020072441895562905,アルトリア・グループ,true,true,true,true,true,true,true,true
MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,MOS,NYSE,-0.002654531664770583,モザイク,true,true,true,true,true,true,false,false
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,MPC,NYSE,-0.058267459864721635,マラソン・ペトロリアム,true,true,true,true,true,true,true,false
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,MPWR,NASDAQ,0.0676785144641627,モノリシック・パワー・システムズ,true,true,true,true,true,true,true,false
MRK,Merck & Co.,Health Care,Pharmaceuticals,MRK,NYSE,0.001353957075788093,メルク,true,true,true,true,true,true,true,true
MRNA,Moderna,Health Care,Biotechnology,MRNA,NASDAQ,0.026641388944322508,モデルナ,true,true,true,true,true,true,true,false
MRSH,Marsh McLennan,Financials,Insurance Brokers,MRSH,NYSE,0.00512568052820567,マーシュ・アンド・マクレナン,true,true,true,true,true,true,true,false
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,MS,NYSE,0.060440539096360546,モルガン・スタンレー,true,true,true,true,true,true,true,true
MSCI,MSCI Inc.,Financials,Financial Exchanges & Data,MSCI,NYSE,0.025763777225551864,エムエスシーアイ,true,true,true,true,true,true,false,false
MSFT,Microsoft,Information Technology,Systems Software,MSFT,NASDAQ,0.02084396572564396,マイクロソフト,true,true,true,true,true,true,true,true
MSI,Motorola Solutions,Information Technology,Communications Equipment,MSI,NYSE,0.009210080235054784,モトローラ・ソリューションズ,true,true,true,true,true,true,false,false
MTB,M&T Bank,Financials,Regional Banks,MTB,NYSE,0.036867663005044515,エム・アンド・ティー・バンク,true,true,true,true,true,true,false,false
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,MTD,NYSE,0.03587795275590556,メトラー・トレド・インターナショナル,true,true,true,true,true,true,false,false
MU,Micron Technology,Information Technology,Semiconductors,MU,NASDAQ,0.08384845595635372,マイクロン・テクノロジー,true,true,true,true,true,true,true,true
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",NCLH,NYSE,0.11906033101975443,ノルウェージャン・クルーズライン・ホールディングス,true,true,true,true,true,true,false,false
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,NDAQ,NASDAQ,0.020138888888888828,ナスダック,true,true,true,true,true,true,false,false
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,NDSN,NASDAQ,0.040456548762571855,ノードソン,true,true,true,true,true,true,false,false
NEE,NextEra Energy,Utilities,Multi-Utilities,NEE,NYSE,-0.012597416462047687,ネクステラ・エナジー,true,true,true,true,true,true,true,true
NEM,Newmont,Materials,Gold,NEM,NYSE,0.03829044919319669,ニューモント,true,true,true,true,true,true,true,true
NFLX,Netflix,Communication Services,Movies & Entertainment,NFLX,NASDAQ,-0.00273224043715843,ネットフリックス,true,true,true,true,true,true,true,true
NI,NiSource,Utilities,Multi-Utilities,NI,NYSE,-0.006295907660020927,ナイソース,true,true,true,true,true,true,false,false
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",NKE,NYSE,0.025767158585148782,ナイキ クラスB,true,true,true,true,true,true,true,true
NOC,Northrop Grumman,Industrials,Aerospace & Defense,NOC,NYSE,-0.016625633598841446,ノースロップ・グラマン,true,true,true,true,true,true,true,true
NOW,ServiceNow,Information Technology,Systems Software,NOW,NYSE,0.011688746957971957,サービスナウ,true,true,true,true,true,true,true,true
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,NRG,NYSE,0.04259767411472632,エヌアールジー・エナジー,true,true,true,true,true,true,false,false
NSC,Norfolk Southern,Industrials,Rail Transportation,NSC,NYSE,0.019636048526863157,ノーフォーク・サザン,true,true,true,true,true,true,false,false
