Symbol,Security,GICS Sector,GICS Sub-Industry,Symbol_YF,Exchange,Daily_Change,Security_JA,Monex,Rakuten,SBI,MUFG,Matsui,DMM,PayPay,IwaiCosmo
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",NTAP,NASDAQ,0.020131134105112216,ネットアップ,true,true,true,true,true,true,false,false
NTRS,Northern Trust,Financials,Asset Management & Custody Banks,NTRS,NASDAQ,0.04030762892261213,ノーザン・トラスト,true,true,true,true,true,true,false,false
NUE,Nucor,Materials,Steel,NUE,NYSE,0.04063257532032795,ニューコア,true,true,true,true,true,true,false,true
NVDA,Nvidia,Information Technology,Semiconductors,NVDA,NASDAQ,0.031807973048848914,エヌビディア,true,true,true,true,true,true,true,true
NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,NVR,NYSE,0.02265165797937236,エヌブイアール,true,true,true,true,true,true,false,false
NWS,News Corp (Class B),Communication Services,Publishing,NWS,NASDAQ,0.015302491103202837,ニューズ・コーポレーション クラスB,true,true,true,true,true,true,false,false
NWSA,News Corp (Class A),Communication Services,Publishing,NWSA,NASDAQ,0.013917314776913626,ニューズ・コーポレーション クラスA,true,true,true,true,true,true,false,false
NXPI,NXP Semiconductors,Information Technology,Semiconductors,NXPI,NASDAQ,0.054607421074210745,NXPセミコンダクターズ,true,true,true,true,true,true,true,false
O,Realty Income,Real Estate,Retail REITs,O,NYSE,0.0022497187851518653,リアルティー・インカム,false,false,false,false,false,false,false,false
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,ODFL,NASDAQ,0.05107324184386466,オールド・ドミニオン・フレイト・ラインズ,true,true,true,true,true,true,false,false
OKE,Oneok,Energy,Oil & Gas Storage & Transportation,OKE,NYSE,-0.05748648350435832,ワンオーケー,true,true,true,true,true,true,false,false
OMC,Omnicom Group,Communication Services,Advertising,OMC,NYSE,0.017514871116985967,オムニコム・グループ,true,true,true,true,true,true,false,false
ON,ON Semiconductor,Information Technology,Semiconductors,ON,NASDAQ,0.060432669697444694,オン・セミコンダクター・コーポレーション,true,true,true,true,true,true,true,true
ORCL,Oracle Corporation,Information Technology,Application Software,ORCL,NYSE,0.02842774324229952,オラクル,true,true,true,true,true,true,true,true
ORLY,O’Reilly Automotive,Consumer Discretionary,Automotive Retail,ORLY,NASDAQ,0.011711908931698855,オライリー・オートモーティブ,true,true,true,true,true,true,true,false
OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,OTIS,NYSE,0.024412180393164663,オティス・ワールドワイド,true,true,true,true,true,true,false,false
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,OXY,NYSE,-0.08603431839847472,オクシデンタル・ペトロリアム,true,true,true,true,true,true,true,false
PANW,Palo Alto Networks,Information Technology,Systems Software,PANW,NASDAQ,0.03582151056690415,パロ・アルト・ネットワークス,true,true,true,true,true,true,true,true
PAYX,Paychex,Industrials,Human Resource & Employment Services,PAYX,NASDAQ,0.007968562384019256,ペイチェックス,true,true,true,true,true,true,false,false
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,PCAR,NASDAQ,0.046023688663282554,パッカー,true,true,true,true,true,true,false,false
PCG,PG&E Corporation,Utilities,Multi-Utilities,PCG,NYSE,0.004256526674233784,パシフィック・ガス・アンド・エレクトリック,true,false,true,true,true,true,false,false
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,PEG,NYSE,0.007106972184781256,パブリック・サービス・エンタープライズ・グループ,true,true,true,true,true,true,false,false
PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,PEP,NASDAQ,-0.0011565447247332123,ペプシコ,true,true,true,true,true,true,true,true
PFE,Pfizer,Health Care,Pharmaceuticals,PFE,NYSE,0.0023985239852397683,ファイザー,true,true,true,true,true,true,true,true
PFG,Principal Financial Group,Financials,Life & Health Insurance,PFG,NASDAQ,0.03865583132000874,プリンシパル・フィナンシャル・グループ,true,true,true,true,true,true,false,false
PG,Procter & Gamble,Consumer Staples,Personal Care Products,PG,NYSE,0.017692852087756544,プロクター・アンド・ギャンブル,true,true,true,true,true,true,true,true
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,PGR,NYSE,0.0024130048260096234,プログレッシブ,true,true,true,true,true,true,true,false
PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,PH,NYSE,0.06651916273261993,パーカー･ハニフィン,true,true,true,true,true,true,true,false
PHM,PulteGroup,Consumer Discretionary,Homebuilding,PHM,NYSE,0.05056911981927181,パルト・グループ,true,true,true,true,true,true,false,false
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,PKG,NYSE,0.032430838779421274,パッケージング・コーポレーション・オブ・アメリカ,true,true,true,true,true,true,false,false
PLD,Prologis,Real Estate,Industrial REITs,PLD,NYSE,0.029837862182855383,プロロジス,false,false,false,false,false,false,false,false
PLTR,Palantir Technologies,Information Technology,Application Software,PLTR,NASDAQ,0.005530752315586143,パランティア・テクノロジーズ,true,true,true,true,true,true,true,true
PM,Philip Morris International,Consumer Staples,Tobacco,PM,NYSE,-0.004095498126865263,フィリップ・モリス・インターナショナル,true,true,true,true,true,true,true,false
PNC,PNC Financial Services,Financials,Diversified Banks,PNC,NYSE,0.03805160807778616,ピーエヌシー・フィナンシャル・サービシズ・グループ,true,true,true,true,true,true,true,false
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,PNR,NYSE,0.05008040431886055,ペンテア,true,true,true,true,true,true,false,false
PNW,Pinnacle West Capital,Utilities,Multi-Utilities,PNW,NYSE,-0.004986312084474043,ピナクル・ウェスト・キャピタル,true,true,true,true,true,true,false,false
PODD,Insulet Corporation,Health Care,Health Care Equipment,PODD,NASDAQ,0.025338338437222142,インシュレット,true,true,true,true,true,true,false,false
POOL,Pool Corporation,Consumer Discretionary,Distributors,POOL,NASDAQ,0.03901131625967845,プール,true,true,true,true,true,true,false,false
PPG,PPG Industries,Materials,Specialty Chemicals,PPG,NYSE,0.06983568075117372,ピーピージー・インダストリーズ,true,true,true,true,true,true,false,false
PPL,PPL Corporation,Utilities,Electric Utilities,PPL,NYSE,-0.00308800823468856,パシフィック・パワー・アンド・ライト・コーポレーション,true,true,true,true,true,true,false,false
PRU,Prudential Financial,Financials,Life & Health Insurance,PRU,NYSE,0.004979466119096503,プルデンシャル・フィナンシャル,true,true,true,true,true,true,false,false
PSA,Public Storage,Real Estate,Self-Storage REITs,PSA,NYSE,0.024709926944563733,パブリック・ストレージ,false,false,false,false,false,false,false,false
PSKY,Paramount Skydance Corporation,Communication Services,Movies & Entertainment,PSKY,NASDAQ,0.02155963302752288,パラマウント・スカイダンス B,true,true,true,true,true,true,false,false
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,PSX,NYSE,-0.05329135661133373,フィリップス66,true,true,true,true,true,true,true,false
PTC,PTC Inc.,Information Technology,Application Software,PTC,NASDAQ,0.01570316842690397,ピー・ティー・シー,true,true,true,true,true,true,false,false
PWR,Quanta Services,Industrials,Construction & Engineering,PWR,NYSE,0.040030959195060736,クアンタ・サービシズ,true,true,true,true,true,true,true,true
PYPL,PayPal,Financials,Transaction & Payment Processing Services,PYPL,NASDAQ,0.022286605749944285,ペイパル・ホールディングス,true,true,true,true,true,true,true,true
Q,Qnity Electronics,Information Technology,Semiconductor Materials & Equipment,Q,NYSE,0.09631061433733923,キューニティ・エレクトロニクス,true,true,true,true,true,true,false,false
QCOM,Qualcomm,Information Technology,Semiconductors,QCOM,NASDAQ,0.025903119206899382,クアルコム,true,true,true,true,true,true,true,true
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",RCL,NYSE,0.10705614284113417,ロイヤル・カリビアン・クルーズ,true,true,true,true,true,true,true,false
REG,Regency Centers,Real Estate,Retail REITs,REG,NASDAQ,0.00478468899521537,リージェンシー・センターズ,false,false,false,false,false,false,false,false
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,REGN,NASDAQ,0.0049587646494008465,リジェネロン・ファーマシューティカルズ,true,true,true,true,true,true,true,false
RF,Regions Financial Corporation,Financials,Regional Banks,RF,NYSE,0.0398346486283353,リジョンズ・フィナンシャル,true,true,true,true,true,true,false,false
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,RJF,NYSE,0.04122770051973595,レイモンド・ジェームズ・フィナンシャル,true,true,true,true,true,true,false,false
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",RL,NYSE,0.0757302663576804,ラルフローレン,true,true,true,true,true,true,true,false
RMD,ResMed,Health Care,Health Care Equipment,RMD,NYSE,0.033045786330457856,レスメド,true,true,true,true,true,true,false,false
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,ROK,NYSE,0.06435281695860515,ロックウェル・オートメーション,true,true,true,true,true,true,false,true
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,ROL,NYSE,0.013687150837988816,ローリンズ,true,true,true,true,true,true,false,false
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,ROP,NASDAQ,0.002926176741075193,ローパー・テクノロジーズ,true,true,true,true,true,true,false,false
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,ROST,NASDAQ,0.024637145234353258,ロス・ストアーズ,true,true,true,true,true,true,true,false
RSG,Republic Services,Industrials,Environmental & Facilities Services,RSG,NYSE,-0.015269080678827521,リパブリック・サービシズ,true,true,true,true,true,true,false,false
RTX,RTX Corporation,Industrials,Aerospace & Defense,RTX,NYSE,0.012808205335489214,RTX,true,true,true,true,true,true,true,true
RVTY,Revvity,Health Care,Health Care Equipment,RVTY,NYSE,0.047044082469529507,レビティー,true,true,true,true,true,true,false,false
SATS,EchoStar,Communication Services,Wireless Telecommunication Services,SATS,NASDAQ,0.012767492185621572,エコスター クラスA,true,true,true,true,true,true,false,false
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,SBAC,NASDAQ,-0.00461478674827561,SBAコミュニケーションズ,false,false,false,false,false,false,false,false
SBUX,Starbucks,Consumer Discretionary,Restaurants,SBUX,NASDAQ,0.026047684066799748,スターバックス,true,true,true,true,true,true,true,true
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,SCHW,NYSE,0.029517330047677825,チャールズ・シュワブ,true,true,true,true,true,true,true,false
SHW,Sherwin-Williams,Materials,Specialty Chemicals,SHW,NYSE,0.06644158491527588,シャーウィンウィリアムズ,true,true,true,true,true,true,true,false
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,SJM,NYSE,0.012906001062134811,ジェイ・エム・スマッカー,true,true,true,true,true,true,false,false
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,SLB,NYSE,0.013108242303872822,SLB,true,true,true,true,true,true,true,false
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",SMCI,NASDAQ,0.039408910454344935,スーパー・マイクロ・コンピューター,true,true,true,true,true,true,false,true
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,SNA,NYSE,0.03440141805290431,スナップオン,true,true,true,true,true,true,false,false
SNDK,Sandisk,Information Technology,"Technology Hardware, Storage & Peripherals",SNDK,NASDAQ,0.12634890264490717,サンディスク,true,true,true,true,true,true,false,true
SNPS,Synopsys,Information Technology,Application Software,SNPS,NASDAQ,0.03267152550892184,シノプシス,true,true,true,true,true,true,true,true
SO,Southern Company,Utilities,Electric Utilities,SO,NYSE,-0.013220409006403502,サザン,true,true,true,true,true,true,true,false
SOLV,Solventum,Health Care,Health Care Technology,SOLV,NYSE,0.03688590174427908,ソルベンタム,true,true,true,true,true,true,false,false
SPG,Simon Property Group,Real Estate,Retail REITs,SPG,NYSE,0.01957286036626971,サイモン・プロパティ・グループ,false,false,false,false,false,false,false,false
SPGI,S&P Global,Financials,Financial Exchanges & Data,SPGI,NYSE,0.019927451983444155,S&P グローバル,true,true,true,true,true,true,true,false
SRE,Sempra,Utilities,Multi-Utilities,SRE,NYSE,-0.015031484866950943,センプラ・エナジー,true,true,true,true,true,true,false,false
STE,Steris,Health Care,Health Care Equipment,STE,NYSE,0.02474682966882589,ステリス,true,true,true,true,true,true,false,false
STLD,Steel Dynamics,Materials,Steel,STLD,NASDAQ,0.041819515774027864,スチール・ダイナミクス,true,true,true,true,true,true,false,false
STT,State Street Corporation,Financials,Asset Management & Custody Banks,STT,NYSE,0.031933541650788794,ステート・ストリート,true,true,true,true,true,true,false,false
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",STX,NASDAQ,0.0921658986175115,シーゲイト・テクノロジー・ホールディングス,true,true,true,true,true,true,true,false
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,STZ,NYSE,-0.006877722160827024,コンステレーション･ブランズ クラスA,true,true,true,true,true,true,false,false
SW,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials,SW,NYSE,0.0757073668111141,スマーフィット・ウエストロックPLC,true,true,true,true,true,true,false,false
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,SWK,NYSE,0.06772142540292768,スタンレー・ブラック・アンド・デッカー,true,true,true,true,true,true,false,false
SWKS,Skyworks Solutions,Information Technology,Semiconductors,SWKS,NASDAQ,0.013621503814021068,スカイワークス・ソリューションズ,true,true,true,true,true,true,false,false
SYF,Synchrony Financial,Financials,Consumer Finance,SYF,NYSE,0.0560639070442992,シンクロニー・フィナンシャル,true,true,true,true,true,true,false,false
SYK,Stryker Corporation,Health Care,Health Care Equipment,SYK,NYSE,0.0182491643328214,ストライカー,true,true,true,true,true,true,true,false
SYY,Sysco,Consumer Staples,Food Distributors,SYY,NYSE,0.023498088476242542,シスコ,true,true,true,true,true,true,false,false
T,AT&T,Communication Services,Integrated Telecommunication Services,T,NYSE,-0.02836246878344637,エーティー・アンド・ティー,true,true,true,true,true,true,true,true
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,TAP,NYSE,0.005771365149833632,モルソン・クアーズ・ビバレッジ,true,true,true,true,true,true,false,false
TDG,TransDigm Group,Industrials,Aerospace & Defense,TDG,NYSE,0.038505604623921684,トランスダイム・グループ,true,true,true,true,true,true,false,false
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,TDY,NYSE,0.03468121624387859,テレダイン･テクノロジーズ,true,true,true,true,true,true,false,false
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,TECH,NASDAQ,0.036410923276983115,テクネ,true,true,true,true,true,true,false,false
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,TEL,NYSE,0.060858849180017084,TEコネクティビティ・PLC,true,true,true,true,true,true,false,false
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,TER,NASDAQ,0.08574638042935584,テラダイン,true,true,true,true,true,true,false,false
TFC,Truist Financial,Financials,Diversified Banks,TFC,NYSE,0.04150114990591678,トゥルーイスト・フィナンシャル,true,true,true,true,true,true,false,false
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,TGT,NYSE,0.02911646586345385,ターゲット,true,true,true,true,true,true,true,false
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,TJX,NYSE,0.014627490798324523,ティージェイエックス・カンパニーズ,true,true,true,true,true,true,true,false
TKO,TKO Group Holdings,Communication Services,Movies & Entertainment,TKO,NYSE,0.02285447761194028,TKO・グループ・ホールディングス,true,true,true,true,true,true,false,false
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,TMO,NYSE,0.02639427987742598,サーモ・フィッシャーサイエンティフィック,true,true,true,true,true,true,true,false
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,TMUS,NASDAQ,-0.003989229081479919,Ｔモバイル,true,true,true,true,true,true,true,false
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,TPL,NYSE,-0.006558616243135786,テキサス・パシフィック・ランド・コーポ,true,true,true,true,true,false,false,false
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",TPR,NYSE,0.08127674750356641,タペストリー,true,true,true,true,true,true,true,false
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,TRGP,NYSE,-0.05217547214917523,タルガ・リソーシズ,true,true,true,true,true,true,false,false
TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,TRMB,NASDAQ,0.048707366453823585,トリンブル,true,true,true,true,true,true,false,false
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,TROW,NASDAQ,0.0347735933647165,ティー・ロウ・プライス・グループ,true,true,true,true,true,true,false,false
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,TRV,NYSE,0.006803931537027599,トラベラーズ･カンパニーズ,true,true,true,true,true,true,true,false
TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,TSCO,NASDAQ,0.040788267644363,トラクター・サプライ・カンパニー,true,true,true,true,true,true,false,false
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,TSLA,NASDAQ,0.027924419443242487,テスラ,true,true,true,true,true,true,true,true
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,TSN,NYSE,0.0010126187879731692,タイソン・フーズ クラスA,true,true,true,true,true,true,false,false
TT,Trane Technologies,Industrials,Building Products,TT,NYSE,0.047007062637489765,トレイン・テクノロジーズ,true,true,true,true,true,true,true,false
TTD,Trade Desk (The),Communication Services,Advertising,TTD,NASDAQ,0.005314009661835721,トレード・デスク　クラスA,true,true,true,true,true,true,true,true
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,TTWO,NASDAQ,0.024781929108052193,テイクツー・インタラクティブ・ソフトウェア,true,true,true,true,true,true,false,false
TXN,Texas Instruments,Information Technology,Semiconductors,TXN,NASDAQ,0.03822564898490495,テキサス・インストゥルメンツ,true,true,true,true,true,true,true,false
TXT,Textron,Industrials,Aerospace & Defense,TXT,NYSE,0.046532846715328445,テクストロン,true,true,true,true,true,true,false,false
TYL,Tyler Technologies,Information Technology,Application Software,TYL,NYSE,-0.005064429127959238,タイラー・テクノロジーズ,true,true,true,true,true,true,false,false
UAL,United Airlines Holdings,Industrials,Passenger Airlines,UAL,NASDAQ,0.12196105219543321,ユナイテッド・エアラインズ・ホールディングス,true,true,true,true,true,true,true,false
UBER,Uber,Industrials,Passenger Ground Transportation,UBER,NYSE,0.035689390770946634,ウーバー・テクノロジーズ,true,true,true,true,true,true,true,true
UDR,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,UDR,NYSE,0.012572745606453443,UDR,false,false,false,false,false,false,false,false
UHS,Universal Health Services,Health Care,Health Care Facilities,UHS,NYSE,0.021068600852665882,ユニバーサル・ヘルス・サービシズ クラスB,true,true,true,true,true,true,false,false
ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,ULTA,NASDAQ,0.017492437480036722,アルタ,true,true,true,true,true,true,true,false
UNH,UnitedHealth Group,Health Care,Managed Health Care,UNH,NYSE,0.003785786241185336,ユナイテッドヘルス・グループ,true,true,true,true,true,true,true,true
UNP,Union Pacific Corporation,Industrials,Rail Transportation,UNP,NYSE,0.021656982650034472,ユニオン・パシフィック,true,true,true,true,true,true,true,false
UPS,United Parcel Service,Industrials,Air Freight & Logistics,UPS,NYSE,0.03494926719278478,ユナイテッド･パーセル･サービス クラスB,true,true,true,true,true,true,true,false
URI,United Rentals,Industrials,Trading Companies & Distributors,URI,NYSE,0.05334770860059507,ユナイテッド・レンタルズ,true,true,true,true,true,true,true,false
USB,U.S. Bancorp,Financials,Diversified Banks,USB,NYSE,0.03705772811918054,ユー・エス・バンコープ,true,true,true,true,true,true,true,false
V,Visa Inc.,Financials,Transaction & Payment Processing Services,V,NYSE,0.02596265080152028,ビザ クラスA,true,true,true,true,true,true,true,false
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,VICI,NYSE,0.0037729069349622863,VICIプロパティーズ,false,false,false,false,false,false,false,false
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,VLO,NYSE,-0.06363076066642807,バレロ・エナジー,true,true,true,true,true,true,true,false
VLTO,Veralto,Industrials,Environmental & Facilities Services,VLTO,NYSE,0.010076559333483566,ヴェラルト,true,true,true,true,true,true,false,false
VMC,Vulcan Materials Company,Materials,Construction Materials,VMC,NYSE,0.04801151700557846,バルカン・マテリアルズ,true,true,true,true,true,true,false,false
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,VRSK,NASDAQ,-0.008895027624309469,ベリスク・アナリティックス,true,true,true,true,true,true,false,false
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,VRSN,NASDAQ,-0.01699727024567795,ベリサイン,true,true,true,true,true,true,false,false
VRT,Vertiv,Industrials,Electrical Components & Equipment,VRT,NYSE,0.07933663743804804,バーティブ・ホールディングス,true,true,true,true,true,true,false,true
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,VRTX,NASDAQ,0.00646042699022823,バーテックス・ファーマシューティカルズ,true,true,true,true,true,true,true,false
VST,Vistra Corp.,Utilities,Electric Utilities,VST,NYSE,0.03181936491410715,ビストラ・エナジー,true,true,true,true,true,true,true,true
VTR,Ventas,Real Estate,Health Care REITs,VTR,NYSE,0.00011956001912966423,ベンタス,false,false,false,false,false,false,false,false
VTRS,Viatris,Health Care,Pharmaceuticals,VTRS,NASDAQ,0.02895136778115503,ビアトリス,true,true,true,true,true,true,false,false
VZ,Verizon,Communication Services,Integrated Telecommunication Services,VZ,NYSE,-0.025606746194981437,ベライゾン・コミュニケーションズ,true,true,true,true,true,true,true,true
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,WAB,NYSE,0.047685998828353754,ワブテック,true,true,true,true,true,true,false,false
WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,WAT,NYSE,0.04533476478625806,ウォーターズ,true,true,true,true,true,true,false,false
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,WBD,NASDAQ,0.005699671172816909,ワーナーブラザース・ディスカバリー・インク,true,true,true,true,true,true,false,false
WDAY,"Workday, Inc.",Information Technology,Application Software,WDAY,NASDAQ,-0.0032232766057564218,ワークデイ クラスA,true,true,true,true,true,true,true,false
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",WDC,NASDAQ,0.10150339787152206,ウェスタン・デジタル,true,true,true,true,true,true,true,false
WEC,WEC Energy Group,Utilities,Electric Utilities,WEC,NYSE,-0.009834102958782209,ウィスコンシン・エナジー,true,true,true,true,true,true,false,false
WELL,Welltower,Real Estate,Health Care REITs,WELL,NYSE,0.008755828951284782,ウェルタワー,false,false,false,false,false,false,false,false
WFC,Wells Fargo,Financials,Diversified Banks,WFC,NYSE,0.04501529051987776,ウェルズ・ファーゴ,true,true,true,true,true,true,true,false
WM,Waste Management,Industrials,Environmental & Facilities Services,WM,NYSE,-0.018001800180017954,ウェースト・マネジメント,true,true,true,true,true,true,false,false
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,WMB,NYSE,-0.03491356023770945,ウィリアムズ・カンパニーズ,true,true,true,true,true,true,true,false
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,WMT,NASDAQ,0.014368519879173853,ウォルマート,true,true,true,true,true,true,true,true
WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,WRB,NYSE,-0.003674265146970674,ダブリューアール・バークレー,true,true,true,true,true,true,false,false
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,Homefurnishing Retail,WSM,NYSE,0.06747068304340569,ウィリアムズソノマ,true,true,true,true,true,true,false,false
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,WST,NYSE,0.018604202814729087,ウェスト・ファーマシューティカル・サービシズ,true,true,true,true,true,true,false,false
WTW,Willis Towers Watson,Financials,Insurance Brokers,WTW,NASDAQ,0.014689384378067584,ウィリス・タワーズ・ワトソン・パブリック,true,true,true,true,true,true,false,false
WY,Weyerhaeuser,Real Estate,Timber REITs,WY,NYSE,0.033097418817652026,ウェアーハウザー,false,false,false,false,false,false,false,false
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,WYNN,NASDAQ,0.07268744399083936,ウィン・リゾーツ,true,true,true,true,true,true,false,false
XEL,Xcel Energy,Utilities,Multi-Utilities,XEL,NASDAQ,-0.00519741743233191,エクセル・エナジー,true,true,true,true,true,true,false,false
XOM,ExxonMobil,Energy,Integrated Oil & Gas,XOM,NYSE,-0.05908730400829725,エクソン・モービル,true,true,true,true,true,true,true,true
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,XYL,NYSE,0.023135109036774765,ザイレム,true,true,true,true,true,true,false,false
XYZ,"Block, Inc.",Financials,Transaction & Payment Processing Services,XYZ,NYSE,0.08136045348449487,ブロック,true,true,true,true,true,true,true,true
YUM,Yum! Brands,Consumer Discretionary,Restaurants,YUM,NYSE,0.014719938826228268,ヤム・ブランズ,true,true,true,true,true,true,true,false
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,ZBH,NYSE,0.015754923413566713,ジンマー・バイオメット・ホールディングス,true,true,true,true,true,true,false,false
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,ZBRA,NASDAQ,0.05609147804809193,ゼブラ・テクノロジーズ クラスA,true,true,true,true,true,true,false,false
ZTS,Zoetis,Health Care,Pharmaceuticals,ZTS,NYSE,0.020547945205479503,ゾエティス,true,true,true,true,true,true,true,false
